Date,Name,Country,BusinessType,BusinessSubType,BreachType,DataType,DataType2,InsideOutside,ThirdParty,ThirdPartyName,TotalAffected,RefPage,UID,XREF1,StockSymbol,DataRecovered,ConsumerLawsuit,ArrestProsecution
10202005,Wilcox Memorial Hospital,US,Med,Hos,Stolen Media,SSN,NAA,Outside,No,,130000,httpattritionorgdataloss200510kauai01html,DL0122,,No,Unknown,Unknown,Unknown
10202005,Vermont Technical College,US,Edu,Uni,Web,SSN,NAA,Inside  Accidental,No,,,httpattritionorgdataloss200510vtc01html,DL0123,,No,Unknown,Unknown,Unknown
10212005,State of California,US,Gov,State,Hack,NAA,,Inside  Accidental,No,,,httpattritionorgdataloss200510cali01html,DL0124,,No,Unknown,Unknown,Unknown
10242005,University of Western Ontario,CA,Edu,Uni,Web,NAA,,Inside  Accidental,No,,1000,httpattritionorgdataloss200510uwo01html,DL0383,,No,Unknown,Unknown,Unknown
10292005,University of Tennessee,US,Edu,Uni,Web,SSN,NAA,Inside  Accidental,No,,1900,httpattritionorgdataloss200510ut01html,DL0125,,No,Unknown,Unknown,Unknown
1112005,University of Tennessee Med Ctr,US,Edu,Med,Stolen Laptop,SSN,NAA,Outside,No,,3800,httpattritionorgdataloss200511ut03html,DL0126,,No,Unknown,Unknown,Unknown
1142005,Keck School of Medicine USC,US,Edu,Med,Stolen Computer,SSN,NAA,Outside,No,,50000,httpattritionorgdataloss200511keck01html,DL0127,,No,Unknown,Unknown,Unknown
1152005,Safeway Inc,US,Biz,Retail,Stolen Laptop,SSN,NAA,Outside,No,,1400,httpattritionorgdataloss200511safeway01html,DL0128,,SWY,Unknown,Unknown,Unknown
1172005,Papa Johns,US,Biz,Retail,Web,NAA,EMA,Inside  Accidental,No,,,httpattritionorgdataloss200511pizza01html,DL0129,,PZZA,Unknown,Unknown,Unknown
1192005,TransUnion LLC,US,Biz,Data,Stolen Computer,SSN,NAA,Outside,No,,3623,httpattritionorgdataloss200511transunion01html,DL0130,,No,Unknown,Unknown,Unknown
11112005,Georgia Tech University,US,Edu,Uni,Stolen Computer,SSN,NAA,Outside,No,,13000,httpattritionorgdataloss200511gatech01html,DL0131,,No,Unknown,Unknown,Unknown
11182005,Boeing Co,US,Biz,Ind,Stolen Laptop,SSN,NAA,Outside,No,,161000,httpattritionorgdataloss200511boeing01html,DL0132,,BA,Unknown,Unknown,Unknown
11182005,Indiana University Kelley School of Business,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,5278,httpattritionorgdataloss200511iukelley02html,DL0411,,No,Unknown,Unknown,Unknown
11232005,University of Delaware,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,952,httpattritionorgdataloss200511udel02html,DL0407,,No,Unknown,Unknown,Unknown
11262005,Scottrade,US,Biz,Fin,Hack,ACC,NAA,Outside,Yes,Troy Group,140000,httpattritionorgdataloss200511scottrade01html,DL0133,,No,Unknown,Unknown,Unknown
1222005,Cornell University,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,900,httpattritionorgdataloss200512cornell01html,DL0134,,No,Unknown,Unknown,Unknown
1232005,First Trust Bank,US,Biz,Fin,Stolen Laptop,SSN,ACC,Outside,No,,,httpattritionorgdataloss200512ftb01html,DL0135,,NCFTOB,Unknown,Unknown,Unknown
1232005,University of San Diego,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,7800,httpattritionorgdataloss200512usd01html,DL0136,,No,Unknown,Unknown,Unknown
1262005,Washington St Employment Security Dept,US,Gov,State,Stolen Laptop,SSN,NAA,Outside,No,,530,httpattritionorgdataloss200512wsesd01html,DL0137,,No,Unknown,Unknown,Unknown
1282005,San Antonio Independent School District,US,Edu,City,Stolen Laptop,SSN,NAA,Outside,No,,,httpattritionorgdataloss200512SAISD01html,DL0408,,No,Unknown,Unknown,Unknown
1282005,JSargeant Reynolds Community College,US,Edu,Uni,Web,SSN,NAA,Inside  Accidental,No,,26000,httpattritionorgdataloss200512JSRCC01html,DL0409,,No,Unknown,Unknown,Unknown
1282005,Federal Reserve Bank,US,Gov,Fed,Lost Documents,NAA,FIN,Inside  Accidental,No,,,httpattritionorgdataloss200512FedRes02html,DL0410,,No,Unknown,Unknown,Unknown
1292005,Oregon Community Credit Union,US,Biz,Fin,Stolen Documents,SSN,NAA,Outside,No,,200,httpattritionorgdataloss200512orccu01html,DL0412,,No,Unknown,Unknown,Unknown
1292005,Idaho State University,US,Edu,Uni,Hack,SSN,DOB,Outside,No,,,httpattritionorgdataloss200512IDU01html,DL0413,,No,Unknown,Unknown,Unknown
12122005,Sams Club,US,Biz,Retail,Hack,CCN,,Outside,No,,,httpattritionorgdataloss200512sams01html,DL0138,,WMT,Unknown,Unknown,Unknown
12122005,Aid To The Church In Need,GB,Biz,NFP,Hack,CCN,NAA,Outside,No,,2800,httpattritionorgdataloss200512acn01html,DL0139,,No,Unknown,Unknown,Unknown
12122005,Iowa State University,US,Edu,Uni,Hack,SSN,CCN,Outside,No,,5500,httpattritionorgdataloss200512isu02html,DL0140,,No,Unknown,Unknown,Unknown
12192005,Guidance Software,US,Biz,Tech,Hack,CCN,,Outside,No,,3800,httpattritionorgdataloss200512guidance01html,DL0141,,GUID,No,Yes,No
12212005,LaSalle Bank,US,Biz,Fin,Lost Tapes,SSN,NAA,Outside,Yes,DHL,2000000,httpattritionorgdataloss200512lasalle01html,DL0142,,ABN,Unknown,Unknown,Unknown
12222005,Ford Motor Company,US,Biz,Ind,Stolen Computer,SSN,NAA,Outside,No,,70000,httpattritionorgdataloss200512ford01html,DL0143,,F,Unknown,Unknown,Unknown
12282005,Marriott International,US,Biz,Hotel,Lost Tapes,SSN,CCN,,,,206000,httpattritionorgdataloss200512marriott01html,DL0144,,MAR,Unknown,Unknown,Unknown
112006,University Pittsburgh Medical Ctr,US,Edu,Med,Stolen Computer,SSN,NAA,Outside,No,,700,httpattritionorgdataloss200601upmc01html,DL0145,,No,Unknown,Unknown,Unknown
122006,HR Block,US,Biz,Fin,Snail Mail,SSN,,Inside  Accidental,No,,,httpattritionorgdataloss200601hrblock01html,DL0146,,HRB,Unknown,Unknown,Unknown
182006,Kerzner International  Atlantis,US,Biz,Hotel,Hack,SSN,CCN,,No,,55000,httpattritionorgdataloss200601kerzner01html,DL0147,,KZL,Unknown,Unknown,Unknown
192006,Grand Hotel De Vere Group,GB,Biz,Hotel,Lost Documents,CCN,NAA,Inside  Accidental,No,,,httpattritionorgdataloss200601devere01html,DL0422,,No,Unknown,Unknown,Unknown
1112006,Peoples Bank,US,Biz,Fin,Lost Tapes,SSN,NAA,Inside  Accidental,Yes,UPS,90000,httpattritionorgdataloss200601pb01html,DL0148,,PBCT,Unknown,Unknown,Unknown
1152006,Illinois Education Association,US,Edu,State,Stolen Computers,SSN,,Outside,No,,,httpattritionorgdataloss200601illedu01html,DL0475,,No,No,No,No
1162006,New York City Teachers Retirement System,US,Edu,State,Fraud  SE,SSN,ACC,Inside  Malicious,No,,,httpattritionorgdataloss200601nyctrs01html,DL0476,,No,Yes,No,Yes
1182006,Bournemouth Borough Council,GB,Gov,City,Disposal  Documents,NAA,,Inside  Accidental,No,,70,httpattritionorgdataloss200601bourne01html,DL0440,,No,No,No,No
1202006,University of Kansas,US,Edu,Uni,Web,SSN,NAA,Inside  Accidental,No,,,httpattritionorgdataloss200601ku01html,DL0149,,No,Unknown,Unknown,Unknown
1212006,California National Guard,US,Gov,State,Stolen Documents,SSN,NAA,Outside,No,,,httpattritionorgdataloss200601natguard01html,DL0150,,No,Unknown,Unknown,Unknown
1232006,University of Notre Dame,US,Edu,Uni,Hack,SSN,CCN,Outside,No,,,httpattritionorgdataloss200601nd01html,DL0151,,No,Unknown,Unknown,Unknown
1242006,University of Washington Med Ctr,US,Edu,Med,Stolen Laptop,SSN,NAA,Outside,No,,1600,httpattritionorgdataloss200601uwmc01html,DL0152,,No,Unknown,Unknown,Unknown
1252006,University of Delaware,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,159,httpattritionorgdataloss200601ud01html,DL0153,,No,Unknown,Unknown,Unknown
1252006,Ameriprise Financial,US,Biz,Fin,Stolen Laptop,SSN,NAA,Outside,No,,226000,httpattritionorgdataloss200601ameriprise01html,DL0154,,AMP,Yes,Yes,No
1262006,Providence Home Services,US,Med,Org,Stolen Tapes,NAA,MED,Outside,No,,365000,httpattritionorgdataloss200601phs01html,DL0155,,No,No,Yes,No
1272006,College of St Scholastica,US,Edu,Uni,Stolen Computer,SSN,NAA,Outside,No,,12000,httpattritionorgdataloss200601css01html,DL0156,,No,Unknown,Unknown,Unknown
1282006,State of Rhode Island,US,Gov,State,Web,CCN,,Outside,No,,4118,httpattritionorgdataloss200601ri01html,DL0157,,No,Unknown,Unknown,Unknown
1302006,Cooks Illustrated,US,Biz,Retail,Hack,CCN,,Outside,No,,,httpattritionorgdataloss200601cooks01html,DL0384,CW0001,No,Unknown,Unknown,Unknown
1312006,Honeywell International,US,Biz,Ind,Web,SSN,ACC,Inside  Malicious,No,,19000,httpattritionorgdataloss200601honeywell01html,DL0158,,HON,Unknown,Unknown,Unknown
1312006,Boston Globe  Worcester Telegram and Gazette,US,Biz,Media,Snail Mail,CCN,,Inside  Accidental,No,,240000,httpattritionorgdataloss200601papers01html,DL0159,,No,Unknown,Unknown,Unknown
1312006,Washington State Health Care Authority,US,Gov,State,Snail Mail,SSN,NAA,Inside  Accidental,No,,6000,httpattritionorgdataloss200601wshca01html,DL0160,,No,Unknown,Unknown,Unknown
212006,University of Colorado CO Springs,US,Edu,Uni,Virus,SSN,NAA,Outside,No,,2500,httpattritionorgdataloss200602uccs01html,DL0161,,No,Unknown,Unknown,Unknown
222006,Presbyterian Health Care Service,US,Med,Hos,Stolen Computer,SSN,CCN,Outside,No,,450,httpattritionorgdataloss200602phcs01html,DL0162,,No,Unknown,Unknown,Unknown
242006,FedEx,US,Biz,Ind,Snail Mail,MISC,,Inside  Accidental,No,,8500,httpattritionorgdataloss200602fedex01html,DL0163,,FDX,Unknown,Unknown,Unknown
262006,Regions Bank,US,Biz,Fin,,CCN,,Outside,Yes,,100000,httpattritionorgdataloss200602regions01html,DL0164,,No,Unknown,Unknown,Unknown
272006,Blue Cross Blue Shield NC,US,Med,Ins,Snail Mail,SSN,NAA,Inside  Accidental,No,,600,httpattritionorgdataloss200602bcbs02html,DL0165,,No,Unknown,Unknown,Unknown
292006,Bank of America  OfficeMax,US,Biz,Fin,,ACC,,Outside,Yes,,200000,httpattritionorgdataloss200602boa04html,DL0166,,BAC,No,No,No
2152006,Suffolk County Clerks Office NY,US,Gov,County,Web,SSN,NAA,Inside  Accidental,No,,7000,httpattritionorgdataloss200602scny01html,DL0167,,No,Unknown,Unknown,Unknown
2152006,Old Dominion University,US,Edu,Uni,Web,SSN,,Inside  Accidental,No,,601,httpattritionorgdataloss200602odu01html,DL0168,,No,Unknown,Unknown,Unknown
2162006,Blue Cross Blue Shield Florida,US,Med,Ins,Email,SSN,,Inside  Accidental,No,,27000,httpattritionorgdataloss200602bcbs03html,DL0169,,No,Unknown,Unknown,Yes
2162006,United States Department of Agriculture,US,Gov,Fed,Snail Mail,SSN,,Inside  Accidental,No,,350000,httpattritionorgdataloss200602doa01html,DL0170,,No,Unknown,Unknown,Unknown
2162006,University of Washington Med Ctr,US,Edu,Med,Hack,MED,,Outside,No,,,httpattritionorgdataloss200602uwmc02html,DL0428,,No,Unknown,Unknown,Unknown
2172006,Mount St Marys Hospital,US,Med,Hos,Stolen Laptop,SSN,NAA,Outside,No,,,httpattritionorgdataloss200602msmh01html,DL0171,,No,Unknown,Unknown,Unknown
2172006,Pelican Bay State Prison,US,Gov,State,Fraud  SE,SSN,NAA,Inside  Malicious,No,,,httpattritionorgdataloss200602pbsp01html,DL0172,,No,Unknown,Unknown,Unknown
2182006,University of Northern Iowa,US,Edu,Uni,Hack,MISC,,Outside,No,,6000,httpattritionorgdataloss200602uni01html,DL0173,,No,Unknown,Unknown,Unknown
2202006,Alltel,US,Biz,Tech,Disposal  Documents,SSN,NAA,Inside  Accidental,No,,,httpattritionorgdataloss200602alltel01html,DL0503,,AT,Partial,No,No
2222006,New Hampshire DMV,US,Gov,State,Hack,CCN,,Inside  Malicious,No,,,httpattritionorgdataloss200602nhdmv01html,DL0174,,No,Unknown,Unknown,Unknown
2222006,Univ Texas MD Anderson,US,Edu,Med,Stolen Laptop,SSN,MED,Outside,Yes,PricewaterhouseCoopers,4000,httpattritionorgdataloss200602pwc01html,DL0175,,No,Unknown,Unknown,Unknown
2232006,McAfee,US,Biz,Tech,Lost Media,SSN,NAA,Inside  Accidental,Yes,Deloitte  Touche,9000,httpattritionorgdataloss200602mcafee01html,DL0176,,MFE,Unknown,Unknown,Unknown
2232006,Denver International Airport,US,Biz,Ind,Stolen Tapes,CCN,,Outside,Yes,Affiliated Computer Services,,httpattritionorgdataloss200602dia01html,DL0455,,No,No,No,No
2252006,Ernst  Young,US,Biz,Tech,Stolen Laptop,SSN,,Outside,No,,,httpattritionorgdataloss200602ey01html,DL0177,,No,Unknown,Unknown,Unknown
312006,Bank of Bermuda,BM,Biz,Fin,Fraud  SE,CCN,,Outside,No,,800,httpattritionorgdataloss200603bob01html,DL0178,,No,Unknown,Unknown,Unknown
312006,Medco Health Solutions Inc,US,Med,Org,Stolen Laptop,SSN,MED,Outside,No,,4600,httpattritionorgdataloss200603medco01html,DL0179,,MHS,Unknown,Unknown,Unknown
322006,Olympic Funding Chicago,US,Biz,Fin,Stolen Disk Drive,SSN,NAA,Outside,No,,,httpattritionorgdataloss200603ofc01html,DL0180,,No,Unknown,Unknown,Unknown
332006,Metropolitan State College,US,Edu,Uni,Stolen Laptop,SSN,NAA,Outside,No,,93000,httpattritionorgdataloss200603msc01html,DL0181,,No,Unknown,Unknown,Unknown
352006,Georgetown University,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,41000,httpattritionorgdataloss200603gu01html,DL0182,,No,Unknown,Unknown,Unknown
382006,Verizon,US,Biz,Tech,Stolen Laptop,SSN,,Outside,No,,,httpattritionorgdataloss200603verizon02html,DL0183,,VZ,Unknown,Unknown,Unknown
3142006,Buffalo Bisons Web Site,US,Biz,Tech,Hack,CCN,NAA,Outside,Yes,Choice One Online,,httpattritionorgdataloss200603choiceone01html,DL0184,,No,Unknown,Unknown,Unknown
3142006,General Motors,US,Biz,Ind,Fraud  SE,SSN,,Inside  Malicious,No,,100,httpattritionorgdataloss200603gm01html,DL0185,,GM,Unknown,Unknown,Unknown
3152006,Ernst  Young,US,Biz,Tech,Stolen Laptop,SSN,NAA,Inside  Accidental,No,,,httpattritionorgdataloss200603ey02html,DL0186,,No,Unknown,Unknown,Unknown
3162006,Bananascom,US,Biz,Tech,Hack,CCN,NAA,Outside,No,,274,httpattritionorgdataloss200603bananas01html,DL0187,,No,Unknown,Unknown,Unknown
3222006,Hewlett Packard,US,Biz,Tech,Stolen Laptop,SSN,ACC,Outside,Yes,Fidelity Investments,196000,httpattritionorgdataloss200603hp02html,DL0188,CW0035,HPQ,Unknown,Unknown,Unknown
3222006,District of Columbia Board of Elections and Ethics,US,Gov,State,,SSN,,Inside  Accidental,No,,,httpattritionorgdataloss200603dcboee01html,DL0681,,No,Unknown,Unknown,Unknown
3242006,CA State Employment Development Division,US,Gov,State,Snail Mail,SSN,,Inside  Accidental,No,,64000,httpattritionorgdataloss200603csedd01html,DL0189,,No,No,No,No
3242006,Vermont State Colleges,US,Edu,Uni,Stolen Laptop,SSN,,Outside,No,,14000,httpattritionorgdataloss200603vsc01html,DL0190,,No,Unknown,Unknown,Unknown
3242006,California State University Dominguez Hills,US,Edu,Uni,Stolen Laptop,,,Outside,No,,2486,httpattritionorgdataloss200603doming02html,DL0477,,No,No,No,No
3262006,Florida Department of Management Services,US,Gov,State,Fraud  SE,MISC,,Inside  Accidental,Yes,Convergys Corp,108000,httpattritionorgdataloss200603fsdms01html,DL0191,,No,Unknown,Unknown,Unknown
3292006,University of Nebraska Lincoln,US,Edu,Uni,Web,SSN,EMA,Inside  Accidental,No,,342,httpattritionorgdataloss200603uneb01html,DL0478,,No,No,No,No
3302006,Georgia Technology Authority,US,Gov,State,Hack,MISC,,Outside,No,,553000,httpattritionorgdataloss200603gadmv03html,DL0192,,No,Unknown,Unknown,Unknown
3302006,United States Marine Corp,US,Gov,Fed,Lost Media,SSN,NAA,Outside,No,,207750,httpattritionorgdataloss200603usm01html,DL0193,,No,Unknown,Unknown,Unknown
3302006,Connecticut Tech High School Sys,US,Edu,HS,Email,SSN,,Inside  Accidental,No,,1250,httpattritionorgdataloss200603cthss01html,DL0194,,No,Unknown,Unknown,Unknown
3312006,LA County Dept Social Services,US,Gov,County,Disposal  Documents,SSN,MED,Inside  Accidental,No,,94000,httpattritionorgdataloss200603ladss01html,DL0195,,No,Unknown,Unknown,Unknown
412006,Con Edison,US,Biz,Ind,Lost Tape,SSN,NAA,Outside,Yes,,15704,httpattritionorgdataloss200604coned01html,DL0346,CW0050,CEDNMOB,Unknown,Unknown,Unknown
412006,Shorter College,US,Edu,Uni,Hack,,,Inside  Malicious,No,,,httpattritionorgdataloss200604shorter01html,DL0680,,No,No,No,Yes
432006,Authorizenet,US,Biz,Tech,Fraud  SE DISPUTED,CCN,,Outside,No,,3000,httpattritionorgdataloss200604auth01html,DL0196,,No,Unknown,Unknown,Unknown
472006,DiscountDomainRegistrycom,US,Biz,Tech,Hack,CCN,,Outside,No,,,httpattritionorgdataloss200604ddr01html,DL0197,,No,Unknown,Unknown,Unknown
492006,Univ of Medicine Dentistry NJ,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,2000,httpattritionorgdataloss200604umdnj01html,DL0198,,No,Unknown,Unknown,Unknown
4102006,Broward Co Records Division FL,US,Gov,County,Web,SSN,ACC,Inside  Accidental,No,,,httpattritionorgdataloss200604fbc01html,DL0199,,No,Unknown,Unknown,Unknown
4122006,RossSimons,US,Biz,Retail,Hack,SSN,CCN,Outside,No,,32000,httpattritionorgdataloss200604rs01html,DL0200,,No,Unknown,Unknown,Unknown
4132006,Fifth Third Bank,US,Biz,Fin,Fraud  SE,NAA,ACC,Inside  Malicious,No,,1000,httpattritionorgdataloss200604fifththird01html,DL0483,,No,No,No,Yes
4142006,University of South Carolina,US,Edu,Uni,Email,SSN,,Inside  Accidental,No,,1400,httpattritionorgdataloss200604usca01html,DL0201,,No,Unknown,Unknown,Unknown
4142006,Voluntary Employees Benefit Association of Hawaii,US,Gov,State,Fraud  SE,SSN,NAA,Inside  Malicious,Yes,NewTech Imaging,40000,httpattritionorgdataloss200604volemphawaii01html,DL0484,,No,No,No,Yes
4162006,Fraser Health Authority,US,Med,Hos,Stolen Disk Drive,NAA,MED,Outside,No,,,httpattritionorgdataloss200604fha01html,DL0202,,No,Unknown,Unknown,Unknown
4202006,Monarch Beauty Supply,CA,Biz,Retail,Lost Documents,CCN,,Inside  Accidental,No,,2600,httpattritionorgdataloss200604monarch01html,DL0421,,No,Unknown,Unknown,Unknown
4212006,University of Alaska Fairbanks,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,38941,httpattritionorgdataloss200604uaf01html,DL0203,,No,Unknown,Unknown,Unknown
4212006,Impac,US,Biz,Tech,Stolen Laptop,,,Outside,No,,92,,DL0385,CW0004,IMH,Unknown,Unknown,Unknown
4212006,Boeing Co,US,Biz,Ind,Stolen Laptop,SSN,NAA,Outside,No,,3664,httpattritionorgdataloss200604boeing02html,DL0424,CW0009,BA,Unknown,Unknown,Unknown
4232006,Univ Texas McCombs Business,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,197000,httpattritionorgdataloss200604ut04html,DL0204,,No,Unknown,Unknown,Unknown
4242006,University of Virginia,US,Edu,Uni,Stolen Computer,SSN,NAA,Outside,No,,,httpattritionorgdataloss200604uva02html,DL0486,,No,No,No,No
4262006,Clydesdale Bank  Morgan Stanley,US,Biz,Fin,,CCN,,Outside,Yes,Mastercard,2000,httpattritionorgdataloss200604clydes01html,DL0205,,No,Unknown,Unknown,Unknown
4262006,Purdue University Elec Comp Eng,US,Edu,Uni,Hack,SSN,,Outside,No,,1351,httpattritionorgdataloss200604purdue02html,DL0206,,No,Unknown,Unknown,Unknown
4262006,Aetna Inc,US,Med,Ins,Stolen Laptop,SSN,NAA,Outside,No,,39000,httpattritionorgdataloss200604aetna01html,DL0207,CW0054,AET,Unknown,Unknown,Unknown
4272006,Long Island Railroad,US,Biz,Ind,Lost Tapes,SSN,NAA,Outside,Yes,Iron Mountain,20000,httpattritionorgdataloss200604ironmountain04html,DL0208,,No,Unknown,Unknown,Unknown
4282006,US Department of Defense,US,Gov,Fed,Hack,SSN,NAA,Outside,No,,14000,httpattritionorgdataloss200604dod01html,DL0209,,No,No,No,No
522006,Ohio University,US,Edu,Uni,Hack,SSN,,Outside,No,,137000,httpattritionorgdataloss200605ohiou01html,DL0210,,No,No,Yes,No
522006,State of Georgia,US,Gov,State,Lost Disk Drive,SSN,CCN,Inside  Accidental,No,,,httpattritionorgdataloss200605gsg01html,DL0211,,No,Unknown,Unknown,Unknown
542006,Idaho Power Company,US,Biz,Ind,Lost Disk Drive,SSN,NAA,Outside,No,,,httpattritionorgdataloss200605ipc01html,DL0212,,No,Unknown,Unknown,Unknown
552006,Wells Fargo,US,Biz,Fin,Stolen Computer,SSN,NAA,Outside,No,,39442,httpattritionorgdataloss200605wells03html,DL0213,,WFC,Unknown,Unknown,Unknown
5112006,Ohio University Hudson Health Center,US,Edu,Med,Hack,SSN,NAA,Outside,No,,60000,httpattritionorgdataloss200605ohiou02html,DL0214,,No,Unknown,Unknown,Unknown
5112006,Columbus Bank and Trust,US,Biz,Fin,Hack,CCN,,Outside,No,,2000,httpattritionorgdataloss200605cbt01html,DL0215,,No,Unknown,Unknown,Unknown
5122006,Mercantile Potomac Bank,US,Biz,Fin,Stolen Laptop,SSN,CAN,Outside,No,,48000,httpattritionorgdataloss200605mpb01html,DL0216,,No,Unknown,Unknown,Unknown
5162006,American Institute of CPAs,US,Biz,Org,Lost Disk Drive,SSN,NAA,Outside,No,,330000,httpattritionorgdataloss200605aicpa01html,DL0217,,No,Unknown,Unknown,Unknown
5162006,University of California Berkeley,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,1200,httpattritionorgdataloss200605ucb03html,DL0425,,No,Unknown,Unknown,Unknown
5172006,M  T Bank,US,Biz,Fin,Stolen Laptop,SSN,NAA,Outside,Yes,PFPC Inc,2524,,DL0461,CW0021,MTB,No,No,No
5182006,American Red Cross,US,Biz,Org,Fraud  SE,SSN,NAA,Inside  Malicious,No,,8000,httpattritionorgdataloss200605arc01html,DL0218,,No,Unknown,Unknown,Unknown
5192006,Frost Bank,US,Biz,Fin,Hack,CCN,,Outside,Yes,,100,httpattritionorgdataloss200605fb01html,DL0219,,No,Unknown,Unknown,Unknown
5222006,US Department of Veterans Affairs,US,Gov,Fed,Stolen Computer,SSN,NAA,Outside,No,,26500000,httpattritionorgdataloss200605dva01html,DL0220,,No,Unknown,Unknown,Unknown
5232006,University of Delaware Dept Public Safety,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,1076,httpattritionorgdataloss200605ud02html,DL0221,,No,Unknown,Unknown,Unknown
5232006,Butler Co Deptof Mental Retardation Developmental Disabilities,US,Gov,County,Stolen Laptop,SSN,,Outside,No,,100,httpattritionorgdataloss200605mrdd01html,DL0353,,No,Unknown,Unknown,Unknown
5232006,Mortgage Lenders Network USA,US,Biz,Fin,Fraud  SE,SSN,NAA,Inside  Malicious,No,,231000,httpattritionorgdataloss200605mln01html,DL0386,CW0002,No,Unknown,Unknown,Yes
5242006,Sacred Heart University,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,135000,httpattritionorgdataloss200605shu01html,DL0222,,No,No,No,No
5252006,Security Savings Bank,US,Biz,Fin,Fraud  SE,ACC,CCN,Outside,No,,13,,DL0387,CW0003,No,Unknown,Unknown,Unknown
5262006,California State University Stanislaus,US,Edu,Uni,Web,SSN,NAA,Inside  Accidental,No,,1294,httpattritionorgdataloss200605CSUStanislaus02html,DL0423,,No,Unknown,Unknown,Unknown
5302006,Florida International University,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,,httpattritionorgdataloss200605fiu01html,DL0223,,No,Unknown,Unknown,Unknown
5312006,Texas Guaranteed Student Loan Corp,US,Biz,Fin,Lost Media,SSN,NAA,Outside,Yes,Hummingbird,1300000,httpattritionorgdataloss200605tgslc01html,DL0224,,No,Unknown,Unknown,Unknown
5312006,VyStar Credit Union,US,Biz,Fin,Hack,SSN,NAA,Outside,No,,34000,httpattritionorgdataloss200605vystar01html,DL0225,,No,Unknown,Unknown,Unknown
612006,Hotelscom,US,Biz,Tech,Stolen Laptop,CCN,NAA,Outside,Yes,Ernst and Young,243000,httpattritionorgdataloss200606ey04html,DL0226,,EXPE,Unknown,Unknown,Unknown
612006,Miami Ohio University,US,Edu,Uni,Lost Media,SSN,NAA,Outside,No,,851,httpattritionorgdataloss200606miami02html,DL0227,,No,Unknown,Unknown,Unknown
612006,YMCA of Greater Providence,US,Biz,Org,Stolen Laptop,CCN,NAA,Outside,No,,65000,httpattritionorgdataloss200606ymca01html,DL0228,,No,Unknown,Unknown,Unknown
612006,University of Kentucky,US,Edu,Uni,Web,SSN,,Inside  Accidental,No,,1300,httpattritionorgdataloss200606uk01html,DL0229,,No,Unknown,Unknown,Unknown
622006,Ahold USA,US,Biz,Retail,Lost Laptop,SSN,NAA,Inside  Accidental,Yes,Electronic Data Systems Corp,,httpattritionorgdataloss200606sas01html,DL0230,,AHO,Unknown,Unknown,Unknown
632006,Buckeye Community Health Plan,US,Med,Org,Stolen Laptop,SSN,NAA,Outside,No,,72000,httpattritionorgdataloss200606bhcp01html,DL0231,,No,Unknown,Unknown,Unknown
632006,Humana Medicare,US,Med,Org,Web,SSN,,Inside  Accidental,No,,17000,httpattritionorgdataloss200606humana01html,DL0232,,HUM,Unknown,Unknown,Unknown
652006,United States Internal Revenue Service,US,Gov,Fed,Lost Laptop,SSN,NAA,Outside,No,,291,httpattritionorgdataloss200606irs02html,DL0233,,No,Unknown,Unknown,Unknown
662006,University of Texas El Paso,US,Edu,Uni,Hack,SSN,,Inside  Malicious,No,,4719,httpattritionorgdataloss200606utep01html,DL0234,,No,Unknown,Unknown,Unknown
672006,Colorado Mental Health Institute,US,Med,Org,Stolen Documents,SSN,NAA,Outside,No,,287,httpattritionorgdataloss200606cmhi01html,DL0485,,No,No,No,No
682006,University of Michigan Credit Union,US,Edu,Uni,Stolen Documents,PPN,,Outside,No,,5000,httpattritionorgdataloss200606mcu01html,DL0235,,No,Unknown,Unknown,Unknown
692006,Ohio University,US,Edu,Uni,Hack,SSN,,Outside,No,,70000,httpattritionorgdataloss200606ohiou03html,DL0236,,No,Unknown,Unknown,Unknown
692006,National Nuclear Safety Administration,US,Gov,Fed,Hack,PPN,,Outside,No,,1500,httpattritionorgdataloss200606nnsa01html,DL0237,,No,Unknown,Unknown,Unknown
6102006,Nationwide Retirement Systems,US,Biz,Fin,Stolen Laptop,SSN,NAA,Outside,No,,,httpattritionorgdataloss200606nationwide01html,DL0462,,No,No,No,No
6112006,Denver Election Commission,US,Gov,State,Lost Documents,SSN,NAA,Inside  Accidental,No,,150000,httpattritionorgdataloss200606dec01html,DL0238,,No,Unknown,Unknown,Unknown
6122006,Fish  Richardson,US,Biz,Law,Stolen Laptop,SSN,NAA,Outside,No,,10,,DL0388,CW0005,No,Unknown,Unknown,Unknown
6132006,KDDI,JP,Biz,Tech,Hack,NAA,DOB,Outside,No,,4000000,httpattritionorgdataloss200606kddi01html,DL0239,,KDDIFPK,Unknown,Unknown,Unknown
