Date,Name,Country,BusinessType,BusinessSubType,BreachType,DataType,DataType2,InsideOutside,ThirdParty,ThirdPartyName,TotalAffected,RefPage,UID,XREF1,StockSymbol,DataRecovered,ConsumerLawsuit,ArrestProsecution
10252006,Department of Homeland Security,US,Gov,Fed,Lost Media,,,Inside  Accidental,No,,900,httpattritionorgdataloss200610dhs01html,DL0444,,No,No,No,No
10262006,Ontario Science Centre,CA,Edu,NFP,Stolen Laptop,CCN,NAA,Outside,No,,,httpattritionorgdataloss200610ontariosc01html,DL0445,,No,No,No,No
10262006,Colorado Department of Human Services,US,Gov,State,Stolen Computer,SSN,,Outside,No,Affiliated Computer Services,1400000,httpattritionorgdataloss200610codhs01html,DL0446,,No,No,No,No
10262006,Childrens Hospital,US,Med,Hos,Hack,SSN,MED,Outside,No,,242000,httpattritionorgdataloss200610childrens01html,DL0447,,No,No,No,No
10262006,Tuscarawas County Ohio,US,Gov,County,Web,SSN,NAA,,Yes,LexisNexis,,httpattritionorgdataloss200610tusca01html,DL0448,,No,No,No,No
10272006,Gymboree,US,Biz,Retail,Stolen Laptop,SSN,NAA,Outside,No,,20000,httpattritionorgdataloss200610gymboree01html,DL0449,,GYMB,No,No,No
10282006,Hancock Askew  Co LLP,US,Biz,Fin,Stolen Laptop,FIN,,Outside,No,,,httpattritionorgdataloss200610hac01html,DL0450,,No,No,No,No
1112006,US Army Cadet Command,US,Gov,Fed,Stolen Laptop,SSN,NAA,Outside,No,,4600,httpattritionorgdataloss200611uacc01html,DL0451,,No,No,No,No
1122006,Manhattan Veterans Affairs Medical Center,US,Gov,Fed,Stolen Computer,SSN,NAA,Outside,No,,1600,httpattritionorgdataloss200611mvamc01html,DL0452,,No,No,No,No
1122006,Muskogee Veterans Affairs Hospital,US,Gov,Fed,Lost Media,SSN,NAA,,No,,1400,httpattritionorgdataloss200611mvah01html,DL0453,,No,No,No,No
1122006,Greater Media Inc,US,Biz,Media,Stolen Laptop,SSN,,Outside,No,,,httpattritionorgdataloss200611gmo01html,DL0454,,No,No,No,No
1122006,Villanova University,US,Edu,Uni,Stolen Laptop,NAA,DOB,Outside,Yes,Hilb Rogal  Hobbs,1243,httpattritionorgdataloss200611villanova01html,DL0456,,No,No,No,No
1132006,University of Virginia,US,Edu,Uni,Email,SSN,NAA,Inside  Accidental,No,,632,httpattritionorgdataloss200611uva01html,DL0457,,No,No,No,No
1132006,West Shore Bank,US,Biz,Fin,Fraud  SE,CCN,,Outside,No,,1000,httpattritionorgdataloss200611westshore01html,DL0458,,No,No,No,No
1132006,Starbucks,US,Biz,Retail,Stolen Laptop,SSN,NAA,Outside,No,,60000,httpattritionorgdataloss200611starbucks01html,DL0459,,SBUX,No,No,No
1132006,Intermountain Healthcare,US,Med,Hos,Disposal  Disk Drive,SSN,NAA,Inside  Accidental,No,,6244,httpattritionorgdataloss200611intermountain01html,DL0460,,No,Yes,No,No
1132006,Wesco,US,Biz,Retail,Fraud  SE,CCN,,Outside,No,,,httpattritionorgdataloss200611wesco01html,DL0464,,WCC,No,No,No
1162006,Bowling Green Ohio Police Department,US,Gov,City,Web,SSN,NAA,Inside  Accidental,No,,200,httpattritionorgdataloss200611bgopdhtml,DL0463,,No,No,No,No
1172006,City of Lubbock Texas,US,Gov,City,Hack,SSN,,Inside  Accidental,No,,5800,httpattritionorgdataloss200611lubbock01html,DL0466,,No,No,No,No
1192006,Calgary Health Region,CA,Med,Hos,Stolen Laptop,NAA,MED,Outside,No,,1000,httpattritionorgdataloss200611chr01html,DL0470,,No,No,No,No
11102006,Los Alamos National Laboratory,US,Gov,Fed,Lost Media,,,Inside  Accidental,Yes,KSL Services Inc,1000,httpattritionorgdataloss200611lanl01html,DL0471,,No,No,No,No
11102006,ARCO,US,Biz,Retail,Fraud  SE,CCN,,Outside,No,,440,httpattritionorgdataloss200611arco01html,DL0472,,No,No,No,No
11112006,Hertz Global Holdings Inc,US,Biz,Ind,Fraud  SE,SSN,NAA,Outside,No,,44309,httpattritionorgdataloss200611hertz01html,DL0473,,HTZ,Yes,No,No
11142006,Connors State College,US,Edu,Uni,Stolen Laptop,SSN,,Outside,No,,22500,httpattritionorgdataloss200611conn01html,DL0474,,No,Yes,No,Yes
11152006,Boeing Co,US,Biz,Ind,Stolen Laptop,SSN,NAA,Outside,No,,762,httpattritionorgdataloss200611boeing04html,DL0522,,BA,No,No,No
11172006,Jefferson College of Health Sciences,US,Edu,Uni,Email,SSN,NAA,Inside  Accidental,No,,143,httpattritionorgdataloss200611jchs01html,DL0479,,No,No,No,No
11202006,New York City Administration for Childrens Services,US,Gov,City,Disposal  Documents,NAA,DOB,Inside  Accidental,No,,,httpattritionorgdataloss200611acs01html,DL0480,,No,Yes,No,No
11212006,Scotland Yard,GB,Gov,Fed,Stolen Laptop,SSN,FIN,Outside,Yes,LogicaCMG,15000,httpattritionorgdataloss200611logicacmg01html,DL0481,,No,No,No,No
11252006,Indiana Department of Health,US,Gov,State,Stolen Computers,SSN,NAA,Outside,No,,7500,httpattritionorgdataloss200611idh01html,DL0482,,No,No,No,No
11272006,Chicago Public Schools,US,Edu,State,Snail Mail,SSN,NAA,Inside  Accidental,Yes,All Printing  Graphics Inc,1740,httpattritionorgdataloss200611cps01html,DL0489,,No,No,Yes,No
11272006,Greenville South Carolina County School District,US,Edu,County,Disposal  Computers,SSN,DOB,Inside  Accidental,No,,100000,httpattritionorgdataloss200611gcsd01html,DL0490,,No,Partial,No,No
11272006,Johnston County North Carolina,US,Gov,County,Web,SSN,NAA,Inside  Accidental,No,,,httpattritionorgdataloss200611jcnc01html,DL0491,,No,No,No,No
11282006,Kaiser Permanente Colorado,US,Med,NFP,Stolen Laptop,MED,NAA,Outside,No,,38000,httpattritionorgdataloss200611kais01html,DL0492,,No,No,No,No
11292006,California State University Los Angeles,US,Edu,Uni,Stolen Media,SSN,NAA,Outside,No,,2882,httpattritionorgdataloss200611csula01html,DL0493,,No,No,No,No
11302006,Pennsylvania Department of Transportation,US,Gov,State,Stolen Computers,SSN,NAA,Outside,No,,11384,httpattritionorgdataloss200611padot01html,DL0494,,No,No,No,No
11302006,TransUnion Credit Bureau,US,Biz,Fin,Fraud  SE,SSN,FIN,Outside,No,,1700,httpattritionorgdataloss200611transunion01html,DL0495,,No,No,No,No
1232006,City of Grand Prairie Texas,US,Gov,City,Web,SSN,NAA,Inside  Accidental,No,,,httpattritionorgdataloss200612grandpr01html,DL0496,,No,No,No,No
1252006,Nassau Community College,US,Edu,Uni,Stolen Documents,SSN,NAA,Inside  Malicious,No,,21000,httpattritionorgdataloss200612nassau01html,DL0497,,No,No,No,No
1252006,West Virginia Air National Guard,US,Gov,State,Stolen Laptop,SSN,NAA,Outside,No,,1000,httpattritionorgdataloss200612wvng01html,DL0498,,No,No,No,No
1262006,Premier Bank,US,Biz,Fin,Stolen Documents,ACC,NAA,Outside,No,,1800,httpattritionorgdataloss200612premier01html,DL0499,,No,No,No,No
1282006,State of Vermont,US,Gov,State,Web,SSN,NAA,Inside  Accidental,Yes,Segal Group,,httpattritionorgdataloss200612vermont01html,DL0500,,No,No,No,No
1292006,Virginia Commonwealth University,US,Edu,Uni,Email,SSN,NAA,Inside  Accidental,No,,561,httpattritionorgdataloss200612vcu02html,DL0501,,No,No,No,No
12112006,Independent Living Funds,GB,Gov,Med,Stolen Tape,FIN,NAA,Outside,No,,30000,httpattritionorgdataloss200612ilf01html,DL0502,,No,No,No,No
12122006,UCLA,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,800000,httpattritionorgdataloss200612ucla02html,DL0504,,No,No,No,No
12122006,Aetna Inc  Group Health Insurance Inc  Nationwide  Wellpoint,US,Med,Ins,Stolen Tapes,SSN,MED,Outside,Yes,Concentra Preferred Systems,396279,httpattritionorgdataloss200612aetna02html,DL0505,,AET,No,No,No
12122006,University of Texas at Dallas,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,35000,httpattritionorgdataloss200612utdallas01html,DL0506,,No,No,No,No
12132006,Boeing Co,US,Biz,Ind,Stolen Laptop,SSN,NAA,Outside,No,,382000,httpattritionorgdataloss200612boeing01html,DL0507,,BA,Yes,No,No
12142006,Geisinger Health Systems  Williamson Medical Center  Emory University  Grady Memorial Hospital,US,Med,Org,Stolen Computer,SSN,MED,Outside,Yes,Electronic Registry Systems,64030,httpattritionorgdataloss200612geisinger01html,DL0508,,No,No,No,No
12142006,Durham NC Public Schools,US,Edu,HS,Hack,SSN,,Inside  Malicious,No,,,httpattritionorgdataloss200612dps01html,DL0509,,No,No,No,No
12142006,St Vrain Valley School District,US,Edu,HS,Stolen Documents,MED,NAA,Outside,No,,600,httpattritionorgdataloss200612svvsd01html,DL0510,,No,No,No,No
12152006,University of Colorado at Boulder,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,17500,httpattritionorgdataloss200612ucb02html,DL0511,,No,No,No,No
12162006,City of Wickliffe Ohio,US,Gov,City,Hack,SSN,NAA,Outside,No,,125,httpattritionorgdataloss200612wickliffe01html,DL0512,,No,No,No,No
12162006,North Bay Regional Center,US,Med,NFP,Stolen Computers,,,Outside,No,,3000,httpattritionorgdataloss200612nbrc01html,DL0540,,No,No,No,No
12192006,Mississippi State University,US,Edu,Uni,Web,SSN,NAA,Inside  Accidental,No,,2400,httpattritionorgdataloss200612msu01html,DL0513,,No,No,No,No
12202006,Lakeland Library Cooperative,US,Biz,NFP,Web,NAA,EMA,Inside  Accidental,No,,15000,httpattritionorgdataloss200612llc01html,DL0514,,No,No,No,No
12202006,Big Foot High School WI,US,Edu,HS,Web,SSN,DOB,Inside  Accidental,No,,87,httpattritionorgdataloss200612bfhs01html,DL0515,,No,No,No,No
12202006,SFX Baseball Inc,US,Biz,Fin,Disposal  Documents,SSN,NAA,Outside,No,,117,httpattritionorgdataloss200612sfx01html,DL0517,,No,Yes,No,No
12212006,Santa Clara County CA,US,Gov,County,Stolen Computer,SSN,NAA,Outside,No,,2500,httpattritionorgdataloss200612scc01html,DL0516,,No,No,No,Yes
12222006,United States State Department,US,Gov,Fed,Stolen Documents,SSN,NAA,Outside,No,,700,httpattritionorgdataloss200612usstate01html,DL0518,,No,Yes,No,No
12222006,Bank of America,US,Biz,Fin,Fraud  SE,SSN,NAA,Inside  Malicious,No,,,httpattritionorgdataloss200612boa01html,DL0519,,BAC,No,No,Yes
12222006,Utah Valley State College,US,Edu,Uni,Web,SSN,NAA,Inside  Accidental,No,,15000,httpattritionorgdataloss200612uvsc01html,DL0520,,No,No,No,No
12272006,Deaconess Hospital,US,Med,Hos,Stolen Laptop,SSN,,Outside,No,,128,httpattritionorgdataloss200612deaconess01html,DL0523,,No,No,No,No
12272006,Montana State University,US,Edu,Uni,Snail Mail,SSN,NAA,Inside  Accidental,No,,259,httpattritionorgdataloss200612mtsu01html,DL0524,,No,No,No,No
12292006,Wisconsin Department of Revenue,US,Gov,State,Snail Mail,SSN,NAA,Inside  Accidental,Yes,Ripon Community Printers,171000,httpattritionorgdataloss200612wdr01html,DL0525,,No,Partial,No,No
12292006,KeyCorp,US,Biz,Fin,Stolen Laptop,SSN,,Outside,Yes,,9300,httpattritionorgdataloss200612keycorp01html,DL0526,,KEY,No,No,No
132007,Academic Magnet High School,US,Edu,HS,Stolen Laptop,,,Outside,No,,500,httpattritionorgdataloss200701amhs01html,DL0527,,No,No,No,No
142007,Johnston County North Carolina,US,Gov,County,Stolen Laptop,SSN,NAA,Outside,No,,30,httpattritionorgdataloss200701jcnc01html,DL0528,,No,No,No,No
182007,University of Notre Dame,US,Edu,Uni,Stolen Laptop,SSN,FIN,Outside,No,,,httpattritionorgdataloss200701und01html,DL0529,,No,No,No,No
182007,Altria  United Technologies  Prudential Financial  Random House,US,Biz,Ind,Stolen Laptops,SSN,NAA,Outside,Yes,Towers Perrin,18000,httpattritionorgdataloss200701towers01html,DL0530,,MO  UTX,No,No,Yes
1112007,University of Idaho,US,Edu,Uni,Stolen Computers,SSN,NAA,Outside,No,,70000,httpattritionorgdataloss200701uidaho01html,DL0531,,No,No,No,No
1122007,MoneyGram,US,Biz,Fin,Hack,NAA,ACC,Outside,No,,79000,httpattritionorgdataloss200701moneygram01html,DL0532,,MGI,No,No,No
1132007,North Carolina Department of Revenue,US,Gov,State,Stolen Laptop,SSN,NAA,Outside,No,,30000,httpattritionorgdataloss200701ncrev01html,DL0533,,No,No,No,No
1162007,University of New Mexico,US,Edu,Uni,Stolen Computers,SSN,NAA,Outside,No,,,httpattritionorgdataloss200701unm01html,DL0534,,No,No,No,No
1172007,Rincon Del Diablo Municipal Water District,US,Gov,City,Stolen Computers,CCN,NAA,Outside,No,,500,httpattritionorgdataloss200701rincon01html,DL0535,,No,No,No,No
1172007,TJX Companies Inc,US,Biz,Retail,Hack,CCN,NAA,Outside,No,,94000000,httpattritionorgdataloss200701tjx01html,DL0536,,TJX,No,Yes,No
1182007,Talvest Mutual Funds,CA,Biz,Fin,Lost Media,ACC,NAA,Outside,No,,470000,httpattritionorgdataloss200701talv01html,DL0537,,CM,No,No,No
1182007,KB Home,US,Biz,Ind,Stolen Computer,SSN,NAA,Outside,No,,2700,httpattritionorgdataloss200701kbhome01html,DL0538,,KBH,No,No,No
1192007,Internal Revenue Service  Kansas City Government,US,Gov,City,Lost Tapes,,,Outside,No,,,httpattritionorgdataloss200701kc01html,DL0539,,No,No,No,No
1202007,Greenville South Carolina County School District,US,Edu,County,Disposal  Documents,SSN,NAA,Inside  Accidental,No,,,httpattritionorgdataloss200701gcsd01html,DL0545,,No,No,No,No
1222007,Chicago Board of Election,US,Gov,City,Snail Mail,SSN,NAA,Inside  Accidental,No,,1300000,httpattritionorgdataloss200701cboe02html,DL0541,,No,Partial,Yes,No
1232007,Xerox,US,Biz,Ind,Stolen Laptop,SSN,NAA,Outside,No,,297,httpattritionorgdataloss200701xer01html,DL0542,,XRX,No,No,No
1232007,Clay High School Oregon,US,Edu,US,Hack,SSN,NAA,Inside  Malicious,No,,,httpattritionorgdataloss200701clay01html,DL0543,,No,No,No,Yes
1242007,Rutgers University,US,Edu,Uni,Stolen Laptop,SSN,NAA,Outside,No,,200,httpattritionorgdataloss200701rutg01html,DL0544,,No,No,No,No
1252007,Ohio Board of Nursing,US,Med,Org,Web,SSN,NAA,Inside  Accidental,No,,3031,httpattritionorgdataloss200701obn01html,DL0546,,No,No,No,No
1252007,Wahiawa Women Infants and Children,US,Med,Org,Fraud  SE,SSN,,Inside  Malicious,No,,11500,httpattritionorgdataloss200701wic01html,DL0547,,No,No,No,No
1262007,Indiana Department of Transportation,US,Gov,State,,SSN,NAA,Inside  Accidental,No,,4000,httpattritionorgdataloss200701indot01html,DL0548,,No,No,No,No
1262007,Vanguard University,US,Edu,Uni,Stolen Computers,SSN,NAA,Outside,No,,5105,httpattritionorgdataloss200701vanguard01html,DL0549,,No,No,No,No
1262007,Anthem Blue Cross Blue Shield,US,Med,Org,Stolen Tapes,SSN,NAA,Outside,No,,50000,httpattritionorgdataloss200701anthem01html,DL0550,,No,No,No,No
1262007,Chase Bank  Bank One,US,Biz,Fin,Disposal  Documents,SSN,NAA,Inside  Accidental,No,,4100,httpattritionorgdataloss200701chase01html,DL0551,,No,Yes,No,No
1262007,Eastern Illinois University,US,Edu,Uni,Stolen Computer,SSN,NAA,Outside,No,,1400,httpattritionorgdataloss200701eiu01html,DL0552,,No,No,No,No
1282007,Salina Regional Health Center,US,Med,Hos,Stolen Laptop,SSN,NAA,Outside,No,,1100,httpattritionorgdataloss200701salina01html,DL0553,,No,No,No,No
1292007,Halifax Bank of Scotland,GB,Biz,Fin,Snail Mail,ACC,NAA,Outside,No,,75000,httpattritionorgdataloss200701hbos01html,DL0554,,No,Yes,No,No
1292007,Vermont Agency of Human Services,US,Gov,State,Hack,SSN,NAA,Outside,No,,70000,httpattritionorgdataloss200701vermont01html,DL0555,,No,No,No,No
212007,Massachusetts Department of Industrial Accidents,US,Gov,State,Fraud  SE,SSN,NAA,Inside  Malicious,No,,1200,httpattritionorgdataloss200702mdia01html,DL0556,,No,No,No,Yes
222007,San Francisco Indian Consulate,US,Gov,Country,Disposal  Documents,NAA,DOB,Outside,No,,,httpattritionorgdataloss200702sfic01html,DL0557,,No,Yes,No,No
222007,Wisconsin Legislative Human Resources Office,US,Gov,State,Stolen Documents,SSN,NAA,Outside,No,,150,httpattritionorgdataloss200702wlhro01html,DL0558,,No,No,No,No
222007,University of Missouri,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,1220,httpattritionorgdataloss200702mu01html,DL0559,,No,No,No,No
222007,New York Department of State,US,Gov,State,Web,SSN,NAA,Outside,No,,,httpattritionorgdataloss200702nydos01html,DL0560,,No,No,No,No
222007,Birmingham Veterans Affairs Medical Center,US,Gov,Fed,Stolen Media,SSN,NAA,Outside,No,,1835000,httpattritionorgdataloss200702bvamc01html,DL0561,,No,No,Yes,No
232007,CTS,US,Biz,Fin,Stolen Computer,SSN,NAA,Outside,No,,800,httpattritionorgdataloss200702cts01html,DL0562,,No,No,No,No
262007,New York Department of Labor,US,Gov,State,Stolen Documents,,,Outside,No,,537,httpattritionorgdataloss200702nydol01html,DL0563,,No,No,No,No
262007,Metro Credit Services,US,Biz,Fin,Disposal  Documents,SSN,NAA,Outside,No,,,httpattritionorgdataloss200702mcs01html,DL0564,,No,Yes,No,No
272007,Johns Hopkins Hospital,US,Med,Hos,Lost Tapes,SSN,NAA,Outside,No,,135000,httpattritionorgdataloss200702jhh01html,DL0565,,No,No,No,No
272007,University of Nebraska Lincoln,US,Edu,Uni,Web,SSN,NAA,Inside  Accidental,No,,72,httpattritionorgdataloss200702unl02html,DL0566,,No,No,No,No
272007,Central Connecticut State University,US,Edu,Uni,Snail Mail,SSN,NAA,Inside  Accidental,No,,750,httpattritionorgdataloss200702ccsu01html,DL0570,,No,No,No,No
282007,St Marys Hospital,US,Med,Hos,Stolen Laptop,SSN,NAA,Outside,No,,130000,httpattritionorgdataloss200702smh01html,DL0567,,No,No,No,No
282007,Piper Jaffray,US,Biz,Fin,Snail Mail,SSN,NAA,Inside  Accidental,Yes,,1000,httpattritionorgdataloss200702piper01html,DL0574,,PJC,No,No,No
292007,East Carolina University,US,Edu,Uni,Web,SSN,NAA,Inside  Accidental,No,,65000,httpattritionorgdataloss200702ecu01html,DL0568,,No,No,No,No
292007,Radford University,US,Edu,Uni,Hack,SSN,DOB,Outside,No,,2400,httpattritionorgdataloss200702radford01html,DL0572,,No,No,No,No
2102007,State of Indiana,US,Gov,State,Hack,CCN,NAA,Outside,No,,76600,httpattritionorgdataloss200702indiana01html,DL0569,,No,No,No,Yes
2102007,Department for Work and Pensions,GB,Gov,Fed,Snail Mail,ACC,NAA,Inside  Accidental,No,,26000,httpattritionorgdataloss200702dwp01html,DL0571,,No,No,No,No
2112007,Washington DC Metropolitan Police Department,US,Gov,City,,SSN,,Inside  Accidental,No,,2000,httpattritionorgdataloss200702dcmpd01html,DL0573,,No,No,No,No
2142007,Kaiser Permanente,US,Med,NFP,Stolen Laptop,MED,SSN,Outside,No,,22000,httpattritionorgdataloss200702kaiser01html,DL0575,,No,No,No,No
2152007,Iowa Department of Education,US,Gov,State,Hack,SSN,NAA,Outside,No,,160000,httpattritionorgdataloss200702idoe01html,DL0576,,No,No,No,No
2152007,City College of San Francisco,US,Edu,Uni,Web,SSN,NAA,Inside  Accidental,No,,11000,httpattritionorgdataloss200702ccsf01html,DL0577,,No,No,No,No
2172007,State of Connecticut,US,Gov,State,Web,SSN,NAA,Inside  Accidental,No,,1753,httpattritionorgdataloss200702conn01html,DL0578,,No,No,No,No
2192007,ClarksvilleMontgomery County Schools,US,Edu,HS,Web,SSN,,Inside  Accidental,No,,633,httpattritionorgdataloss200702cmcs01html,DL0579,,No,No,No,No
2192007,Seton Family of Hospitals,US,Med,Hos,Stolen Laptop,SSN,NAA,Outside,No,,7800,httpattritionorgdataloss200702sfh01html,DL0580,,No,No,No,No
2192007,Stop  Shop,US,Biz,Retail,Hack,CCN,,Outside,No,,,httpattritionorgdataloss200702sns01html,DL0582,,No,No,No,Yes
2202007,Back and Joint Institute of Texas,US,Med,,Disposal  Documents,SSN,MED,Outside,No,,,httpattritionorgdataloss200702bjit01html,DL0581,,No,Yes,No,No
2212007,Georgia Tech University,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,3000,httpattritionorgdataloss200702gatech01html,DL0583,,No,No,No,No
2222007,Speedmark,US,Biz,Ind,Stolen Computers,SSN,NAA,Outside,No,,35000,httpattritionorgdataloss200702speedmark01html,DL0584,,No,No,No,No
2232007,Rabun Apparel,US,Biz,Ind,Web,SSN,NAA,Inside  Accidental,No,,1006,httpattritionorgdataloss200702rabun01html,DL0585,,No,No,No,No
2232007,Worcestershire County Council,GB,Gov,County,Stolen Laptop,FIN,NAA,Outside,Yes,Serco,16239,httpattritionorgdataloss200702wcc01html,DL0586,,No,No,No,No
2232007,National Australia Bank,AU,Biz,Fin,Snail Mail,ACC,NAA,Inside  Accidental,No,,397,httpattritionorgdataloss200702nab01html,DL0587,,No,No,No,No
2242007,Japan Post,JP,Gov,Fed,Stolen Documents,NAA,ACC,Outside,No,,290000,httpattritionorgdataloss200702jpost01html,DL0588,,No,No,No,No
2282007,Gulf Coast Medical Center,US,Med,Hos,Stolen Computers,SSN,NAA,Outside,No,,9986,httpattritionorgdataloss200702gcmc01html,DL0589,,No,No,No,No
312007,Tokyo University of Science,JP,Edu,Uni,Stolen Media,NAA,,Outside,No,,8800,httpattritionorgdataloss200703tus01html,DL0590,,No,No,No,No
312007,The Hospital for Sick Children SickKids,CA,Med,Hos,Stolen Laptop,MED,,Outside,No,,2900,httpattritionorgdataloss200703sickkids01html,DL0591,,No,No,No,No
312007,Westerly Hospital,US,Med,Hos,Web,SSN,NAA,Outside,No,,2200,httpattritionorgdataloss200703westerly01html,DL0592,,No,No,No,No
322007,Metropolitan State College of Denver,US,Edu,Uni,Stolen Laptop,SSN,NAA,Outside,No,,988,httpattritionorgdataloss200703mscd01html,DL0593,,No,No,No,No
332007,Johnnys Selected Seeds,US,Biz,Retail,Hack,CCN,,Outside,No,,11500,httpattritionorgdataloss200703jss01html,DL0594,,No,No,No,No
372007,Los Rios Community College,US,Edu,Uni,Web,SSN,NAA,Inside  Accidental,No,,2000,httpattritionorgdataloss200703losrios01html,DL0595,,No,No,No,No
372007,United States Census Bureau,US,Gov,Fed,Web,NAA,DOB,Inside  Accidental,No,,,httpattritionorgdataloss200703uscb01html,DL0596,,No,No,No,No
392007,California National Guard,US,Gov,State,Stolen Media,SSN,NAA,Outside,No,,1300,httpattritionorgdataloss200703cng01html,DL0597,,No,No,No,No
3102007,University of Idaho,US,Edu,Uni,Web,SSN,NAA,Inside  Accidental,No,,2700,httpattritionorgdataloss200703uidaho01html,DL0598,,No,No,No,No
3122007,Dai Nippon Printing Company,JP,Biz,Ind,Fraud  SE,CCN,NAA,Inside  Malicious,No,,8637405,httpattritionorgdataloss200703dnpc01html,DL0601,,7912T,No,No,Yes
3142007,Empire Blue Cross Blue Shield  Wellpoint,US,Med,Ins,Lost Media,SSN,NAA,Outside,No,,75000,httpattritionorgdataloss200703empire01html,DL0599,,No,Yes,No,No
3162007,Springfield Ohio City Schools,US,Edu,HS,Stolen Laptop,SSN,NAA,Outside,Yes,Ohio Auditor of State,1950,httpattritionorgdataloss200703scs01html,DL0600,,No,No,No,No
3202007,Tax Service Plus,US,Biz,Fin,Stolen Computer,SSN,NAA,Outside,No,,4000,httpattritionorgdataloss200703tsp01html,DL0602,,No,No,No,No
3212007,HSBC Australia,AU,Biz,Fin,Lost Documents,FIN,NAA,Inside  Accidental,No,,100,httpattritionorgdataloss200703hsbc01html,DL0603,,HBC,Yes,No,No
3232007,Swedish Urology Group,US,Med,,Stolen Media,SSN,MED,Outside,No,,,httpattritionorgdataloss200703sug01html,DL0604,,No,No,No,No
3242007,Group Health Cooperative Health Care System,US,Med,Hos,Stolen Laptops,SSN,NAA,Outside,No,,31000,httpattritionorgdataloss200703ghc01html,DL0605,,No,No,No,No
3262007,US Army Training and Doctrine Command,US,Gov,Fed,Stolen Laptop,SSN,NAA,Outside,No,,16000,httpattritionorgdataloss200703fm01html,DL0606,,No,No,No,No
3272007,Halifax,GB,Biz,Fin,Stolen Documents,ACC,NAA,Outside,No,,13000,httpattritionorgdataloss200703halifax01html,DL0607,,HX,No,No,No
3272007,St Mary Parish Schools Louisiana,US,Edu,HS,Web,SSN,,Outside,No,,380,httpattritionorgdataloss200703smp01html,DL0608,,No,No,No,No
3272007,Nottinghamshire Healthcare,GB,Med,Hos,Stolen Laptop,NAA,DOB,Outside,No,,11500,httpattritionorgdataloss200703nhs01html,DL0609,,No,Yes,No,Yes
3292007,RadioShack,US,Biz,Retail,Disposal  Documents,CCN,SSN,Outside,No,,,httpattritionorgdataloss200703radioshack01html,DL0610,,RSH,Yes,No,No
3292007,Los Angeles County Child Support Services,US,Gov,County,Stolen Laptops,SSN,NAA,Outside,No,,243000,httpattritionorgdataloss200703laccss01html,DL0611,,No,No,No,No
3302007,Navy Station San Diego,US,Gov,Fed,Lost Laptops,SSN,NAA,Outside,No,,,httpattritionorgdataloss200703nssd01html,DL0612,,No,No,No,No
3302007,University of MontanaWestern,US,Edu,Uni,Stolen Media,SSN,NAA,Outside,No,,400,httpattritionorgdataloss200703umw01html,DL0613,,No,No,No,No
442007,University of California San Francisco,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,46000,httpattritionorgdataloss200704ucsf01html,DL0614,,No,No,No,No
452007,DCH Health System,US,Med,Hos,Lost DocumentsMedia,SSN,FIN,Outside,Yes,Mercer Human Resources Consulting,6000,httpattritionorgdataloss200704dch01html,DL0615,,No,No,No,No
462007,Hortica,US,Biz,Ins,Lost Tapes,SSN,NAA,Outside,Yes,UPS,268000,httpattritionorgdataloss200704hortica01html,DL0616,,No,No,No,No
462007,Chicago Public Schools,US,Edu,HS,Stolen Laptops,SSN,NAA,Outside,No,,40000,httpattritionorgdataloss200704cps01html,DL0617,,No,No,No,No
482007,Rogers Communications Inc,CA,Biz,Ind,Disposal  Documents,SSN,NAA,Outside,No,,,httpattritionorgdataloss200704rogers01html,DL0618,,No,Partial,No,No
492007,Turbo Tax,US,Biz,Fin,Web,SSN,NAA,Outside,No,,,httpattritionorgdataloss200704turbotax01html,DL0619,,No,No,No,No
4102007,Georgia Department of Community Health,US,Gov,State,Lost Media,SSN,NAA,Outside,Yes,Affiliated Computer Services,2900000,httpattritionorgdataloss200704gdoch01html,DL0620,,No,No,No,No
4112007,ChildNet,US,Biz,NFP,Stolen Laptop,SSN,NAA,Outside,No,,12000,httpattritionorgdataloss200704childnet01html,DL0621,,No,No,No,No
4112007,New Horizons Community Credit Union,US,Biz,Fin,Stolen Laptop,FIN,,Outside,Yes,Protiviti,9000,httpattritionorgdataloss200704nhccu01html,DL0625,,No,No,No,No
4122007,Black Hills State University,US,Edu,Uni,Web,SSN,NAA,Outside,No,,56,httpattritionorgdataloss200704bhsu01html,DL0622,,No,No,No,No
4122007,University of Pittsburgh Medical Center,US,Edu,Med,Web,SSN,NAA,Outside,No,,80,httpattritionorgdataloss200704upmc01html,DL0623,,No,No,No,No
4122007,Fulton County Georgia,US,Gov,County,Disposal  Documents,SSN,NAA,Outside,No,,75000,httpattritionorgdataloss200704fulton01html,DL0624,,No,No,No,No
4122007,Bank of America,US,Biz,Fin,Stolen Laptop,SSN,NAA,Outside,No,,,httpattritionorgdataloss200704boa01html,DL0671,,BAC,No,No,No
4172007,Ohio State University,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,14094,httpattritionorgdataloss200704osu01html,DL0626,,No,No,No,No
